"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"215094_at",0.100065024652498,3.84556198097512,0.869627456657621,0.393254258428551,0.780787483063009,-4.71217605056992
"220409_at",0.109476103753926,4.00762199648269,0.869617630062842,0.393259521796857,0.780787483063009,-4.71217971840616
"209620_s_at",-0.124172941636731,5.97520150746616,-0.869511823908393,0.393316197079808,0.780787483063009,-4.71221920882742
"209691_s_at",-0.183061263085312,5.8026345360265,-0.869456888414585,0.393345625466472,0.780787483063009,-4.71223971089441
"202914_s_at",0.107577299345824,4.61704155735781,0.869414043085715,0.393368578259872,0.780787483063009,-4.7122557000696
"221567_at",-0.149845708243191,6.50961369984249,-0.869404823683124,0.393373517325249,0.780787483063009,-4.71225914050674
"202729_s_at",-0.166385977798351,6.48405612651117,-0.869362497776764,0.393396192888841,0.780787483063009,-4.71227493499271
"220155_s_at",-0.115845513586838,7.58120560639718,-0.869236845332833,0.39346351454495,0.780787483063009,-4.7123218198187
"205319_at",0.116157282925902,4.65766479087098,0.869235511027252,0.393464229474691,0.780787483063009,-4.7123223176567
"213142_x_at",0.211419515280769,4.86746830725798,0.869229538794749,0.393467429446564,0.780787483063009,-4.71232454592665
"212719_at",-0.277697990502308,7.42368536938957,-0.869219828771683,0.39347263219354,0.780787483063009,-4.71232816875555
"217941_s_at",-0.396466937396775,9.10196607554214,-0.869175533011174,0.393496366956678,0.780787483063009,-4.7123446951285
"213136_at",0.149332209888252,7.16000321505039,0.869142996471206,0.393513801426825,0.780787483063009,-4.71235683375175
"220765_s_at",-0.173197020256581,7.53319617215148,-0.869096172296851,0.393538892696762,0.780787483063009,-4.71237430203805
"215730_at",-0.0817219936847857,4.53424345673131,-0.869061312203616,0.393557573546585,0.780787483063009,-4.71238730643748
"217617_at",-0.119925413119234,4.42767840824704,-0.869037441585716,0.393570365678829,0.780787483063009,-4.71239621099152
"214951_at",-0.164146916891795,6.1292221512209,-0.868984181940628,0.393598908194533,0.780787483063009,-4.71241607785874
"219881_s_at",-0.0801781096072764,4.32759184841422,-0.868970720094172,0.393606122779129,0.780787483063009,-4.71242109921122
